qid,docno,score,rank
5,5330,-6.523751258850098,19
5,5058,-6.547671794891357,20
5,4176,-6.837369918823242,21
5,3401,-6.924446105957031,22
5,5276,-6.929282188415527,23
5,3835,-7.186758041381836,24
5,3997,-7.27618408203125,25
5,5240,-7.2798638343811035,26
5,4981,-7.290306568145752,27
5,4592,-7.351351737976074,28
5,3819,-7.396317481994629,29
5,3939,-7.491649150848389,30
5,3981,-7.513020992279053,31
5,3266,-7.602340221405029,32
5,3379,-7.61162805557251,33
5,3328,-7.65287971496582,34
5,3681,-7.654707908630371,35
5,4009,-7.688026428222656,36
5,3121,-7.739723205566406,37
5,3118,-7.761396408081055,38
5,3106,-7.921024799346924,39
5,4272,-7.9468889236450195,40
5,5584,-8.015159606933594,41
5,4012,-8.024330139160156,42
5,3888,-8.063493728637695,43
5,3906,-8.07871150970459,44
5,4585,-8.118144989013672,45
5,4577,-8.133840560913086,46
5,3512,-8.153971672058105,47
5,3110,-8.208398818969727,48
5,3954,-8.238228797912598,49
5,3017,-8.27195930480957,50
6,4577,5.990095138549805,1
6,5337,2.149315357208252,2
6,3512,0.014945022761821747,3
6,4434,-0.6089823842048645,4
6,5172,-1.3078315258026123,5
6,4038,-2.036925792694092,6
6,3950,-2.3334503173828125,7
6,4008,-2.4564077854156494,8
6,4593,-2.5988051891326904,9
6,4252,-2.8535842895507812,10
6,4739,-3.0564064979553223,11
6,3953,-3.664092540740967,12
6,3833,-3.9099440574645996,13
6,4011,-3.912123203277588,14
6,4746,-3.9678022861480713,15
6,4041,-4.067949295043945,16
6,3828,-4.144719123840332,17
6,4479,-4.542877674102783,18
6,2879,-4.601434707641602,19
6,4016,-4.629654884338379,20
6,3528,-4.6363372802734375,21
6,4578,-4.752516746520996,22
6,3516,-5.031467437744141,23
6,3982,-5.14470100402832,24
6,3074,-5.2020111083984375,25
6,3922,-5.49936580657959,26
6,4357,-5.550321578979492,27
6,5245,-5.573430061340332,28
6,5275,-5.616862773895264,29
6,3522,-5.780106544494629,30
6,5243,-5.867740631103516,31
6,3623,-5.8825201988220215,32
6,3938,-5.903002738952637,33
6,3887,-5.930533409118652,34
6,2819,-6.038557052612305,35
6,2861,-6.34140157699585,36
6,3327,-6.456963539123535,37
6,5096,-6.472235679626465,38
6,3996,-6.505124568939209,39
6,4404,-6.555849075317383,40
6,4647,-6.77462100982666,41
6,2855,-6.813050270080566,42
6,3800,-6.973572731018066,43
6,5105,-6.98292875289917,44
6,3273,-6.989904880523682,45
6,4543,-7.174569606781006,46
6,3802,-7.181301116943359,47
6,5109,-7.210817813873291,48
6,4887,-7.420287132263184,49
6,5110,-7.477383136749268,50
7,4578,5.738765239715576,1
7,3918,3.4466190338134766,2
7,4309,3.2052876949310303,3
7,3978,2.4800667762756348,4
7,4973,-0.16928713023662567,5
7,4208,-0.7186424732208252,6
7,4520,-1.5251095294952393,7
7,4307,-2.26338529586792,8
7,4577,-2.2755165100097656,9
7,3514,-2.485034465789795,10
7,3639,-2.6726832389831543,11
7,3681,-2.9775047302246094,12
7,3640,-3.2103800773620605,13
7,4308,-3.4661471843719482,14
7,4815,-3.5610485076904297,15
7,3956,-4.201905727386475,16
7,4522,-4.229681015014648,17
7,4739,-4.249726295471191,18
7,3504,-4.317580223083496,19
7,3060,-4.331088066101074,20
7,4733,-4.389532089233398,21
7,4313,-4.463637351989746,22
7,3993,-4.485790252685547,23
7,3522,-4.4929890632629395,24
7,3935,-4.501019477844238,25
7,3512,-4.707167625427246,26
7,2859,-4.795744895935059,27
7,4734,-4.828940391540527,28
7,4746,-5.08209753036499,29
7,2816,-5.308474540710449,30
7,4972,-5.3292131423950195,31
7,4548,-5.442925453186035,32
7,4549,-5.4484710693359375,33
7,4582,-5.5616607666015625,34
7,4736,-5.56887149810791,35
7,4200,-5.649728775024414,36
7,3981,-5.8233819007873535,37
7,4583,-5.828924179077148,38
7,3516,-5.832985877990723,39
7,3929,-5.872036457061768,40
7,4316,-5.895240306854248,41
7,4810,-5.896611213684082,42
7,4007,-6.1153178215026855,43
7,3529,-6.129051208496094,44
7,3987,-6.150675296783447,45
7,4310,-6.1542205810546875,46
7,3979,-6.227622032165527,47
7,3927,-6.231898307800293,48
7,4546,-6.232174873352051,49
7,3521,-6.234880447387695,50
8,3365,-4.292425155639648,1
8,3356,-5.51898193359375,2
8,3423,-5.703557968139648,3
8,3054,-5.882626056671143,4
8,4539,-6.0635576248168945,5
8,3358,-6.094420433044434,6
8,3071,-6.284135818481445,7
8,5465,-6.317380428314209,8
8,4536,-6.5818986892700195,9
8,3359,-6.589751720428467,10
8,4236,-6.646664619445801,11
8,4626,-6.6884989738464355,12
8,4248,-6.720817565917969,13
8,3369,-6.7388763427734375,14
8,3730,-6.740307807922363,15
8,4234,-6.938908576965332,16
8,5460,-7.128913879394531,17
8,5393,-7.156472206115723,18
8,3422,-7.450950622558594,19
8,5461,-7.599012851715088,20
8,2840,-7.628350734710693,21
8,5352,-7.716376781463623,22
8,3753,-7.771579742431641,23
8,4521,-7.774728775024414,24
8,2841,-7.817229270935059,25
8,3421,-7.864483833312988,26
8,4250,-7.884329795837402,27
8,5348,-8.192577362060547,28
8,4502,-8.1933012008667,29
8,4245,-8.301355361938477,30
8,4253,-8.46511173248291,31
8,5268,-8.484554290771484,32
8,5503,-8.56690502166748,33
8,3209,-8.596549987792969,34
8,4242,-8.652528762817383,35
8,5469,-8.664684295654297,36
8,3549,-8.688065528869629,37
8,3741,-8.769421577453613,38
8,3368,-8.8408842086792,39
8,5464,-8.88191032409668,40
8,5453,-8.977869033813477,41
8,4239,-8.999160766601562,42
8,4249,-9.027929306030273,43
8,5452,-9.034326553344727,44
8,4244,-9.064193725585938,45
8,5462,-9.080995559692383,46
8,3075,-9.095634460449219,47
8,5518,-9.152767181396484,48
8,4237,-9.198829650878906,49
8,5458,-9.242812156677246,50
9,4774,4.182230472564697,1
9,4339,3.8338756561279297,2
9,5024,3.306063175201416,3
9,3815,-1.2406779527664185,4
9,3348,-5.443676471710205,5
9,5206,-7.110123634338379,6
9,4778,-7.829307556152344,7
9,3103,-7.8899126052856445,8
9,3787,-7.913363456726074,9
9,5205,-8.194887161254883,10
9,4334,-8.229097366333008,11
9,4777,-8.241201400756836,12
9,3114,-8.244251251220703,13
9,5212,-8.315189361572266,14
9,5028,-8.41327953338623,15
9,5021,-8.454826354980469,16
9,4332,-8.578218460083008,17
9,4144,-8.602469444274902,18
9,3413,-8.802806854248047,19
9,3414,-8.8385009765625,20
9,4851,-8.981298446655273,21
9,4770,-9.004287719726562,22
9,5210,-9.030826568603516,23
9,4333,-9.195836067199707,24
9,3652,-9.302987098693848,25
9,5214,-9.357913970947266,26
9,4780,-9.402313232421875,27
9,4771,-9.411386489868164,28
9,4772,-9.529796600341797,29
9,5006,-9.582862854003906,30
9,5213,-9.633220672607422,31
9,5029,-9.649574279785156,32
9,4545,-9.691488265991211,33
9,4769,-9.731454849243164,34
9,5031,-9.734186172485352,35
9,3133,-9.790714263916016,36
9,3419,-9.813102722167969,37
9,4150,-9.815783500671387,38
9,4445,-9.823493957519531,39
9,3649,-9.876697540283203,40
9,5207,-9.932743072509766,41
9,4125,-9.962241172790527,42
9,3317,-9.974021911621094,43
9,3321,-10.034866333007812,44
9,4338,-10.063827514648438,45
9,5558,-10.069217681884766,46
9,4775,-10.074726104736328,47
9,5025,-10.08574104309082,48
9,5313,-10.094156265258789,49
9,5208,-10.101770401000977,50
10,4904,4.752910137176514,1
10,4850,2.098517417907715,2
10,4149,1.1948374509811401,3
10,5554,-0.5057319402694702,4
10,4145,-1.1093711853027344,5
10,4856,-1.1551569700241089,6
10,4905,-1.9945785999298096,7
10,4847,-2.9687490463256836,8
10,4853,-3.1416985988616943,9
10,2854,-3.2879951000213623,10
10,4155,-3.732949733734131,11
10,4854,-4.393096923828125,12
10,4143,-4.759035587310791,13
10,4852,-4.985430717468262,14
10,4151,-5.055959701538086,15
10,4154,-5.198361873626709,16
10,2852,-5.310775279998779,17
10,4447,-5.536988258361816,18
10,3759,-5.869667053222656,19
10,2891,-5.900407314300537,20
10,5558,-6.1425371170043945,21
10,3201,-6.43966007232666,22
10,4912,-6.551956653594971,23
10,4146,-6.664307594299316,24
10,4441,-6.728703022003174,25
10,2936,-7.035705089569092,26
10,4150,-7.05799674987793,27
10,2893,-7.0689802169799805,28
10,5321,-7.077415943145752,29
10,3660,-7.158601760864258,30
10,3668,-7.261285781860352,31
10,4907,-7.450930595397949,32
10,4440,-7.9684271812438965,33
10,5560,-7.9864654541015625,34
10,3657,-8.015995025634766,35
10,4443,-8.034276962280273,36
10,3653,-8.036996841430664,37
10,4910,-8.141888618469238,38
10,2892,-8.229591369628906,39
10,4142,-8.253151893615723,40
10,4446,-8.264425277709961,41
10,5559,-8.272407531738281,42
10,3654,-8.295988082885742,43
10,5566,-8.372077941894531,44
10,4451,-8.42109489440918,45
10,2853,-8.51501750946045,46
10,4849,-8.60267448425293,47
10,4141,-8.607429504394531,48
10,4911,-8.702943801879883,49
10,4720,-8.728719711303711,50
11,3618,5.892122268676758,1
11,4794,5.458920478820801,2
11,3623,4.330843925476074,3
11,4666,4.30106258392334,4
11,3802,3.886403799057007,5
11,4663,3.3622610569000244,6
11,4786,2.864532232284546,7
11,4665,2.3243165016174316,8
11,4378,1.5489084720611572,9
11,4381,0.6958755850791931,10
11,3638,0.1499509960412979,11
11,4975,-0.7000179290771484,12
11,3821,-1.1300722360610962,13
11,4670,-1.2786574363708496,14
11,4877,-1.4207031726837158,15
11,5091,-1.5599066019058228,16
11,3822,-2.279109001159668,17
11,4978,-2.441884756088257,18
11,4340,-2.821120023727417,19
11,5317,-3.1196231842041016,20
11,3396,-3.1687026023864746,21
11,4785,-3.762350559234619,22
11,5316,-4.009381294250488,23
11,5089,-4.054544448852539,24
11,3833,-4.140615463256836,25
11,4988,-4.475045204162598,26
11,3819,-4.522788047790527,27
11,4668,-4.583146095275879,28
11,3619,-4.691160202026367,29
11,4379,-4.7426557540893555,30
11,3808,-4.763071537017822,31
11,4796,-4.834290504455566,32
11,3812,-4.910233497619629,33
11,4669,-4.918368339538574,34
11,4874,-4.9348907470703125,35
11,3622,-4.98610782623291,36
11,4984,-5.0904860496521,37
11,3614,-5.103117942810059,38
11,3625,-5.6223649978637695,39
11,3805,-5.650091171264648,40
11,4792,-5.741109371185303,41
11,3401,-5.788924217224121,42
11,4344,-5.865890026092529,43
11,3628,-5.892507553100586,44
11,3800,-5.955811500549316,45
11,5319,-6.120746612548828,46
11,3615,-6.21405029296875,47
11,5092,-6.230573654174805,48
11,3831,-6.232794761657715,49
11,3398,-6.25221061706543,50
12,2989,-3.0837202072143555,1
12,2996,-4.279962539672852,2
12,2947,-4.437863349914551,3
12,4377,-4.461430549621582,4
12,5346,-5.161468505859375,5
12,5569,-5.224130153656006,6
12,4101,-5.412325382232666,7
12,3212,-5.649348735809326,8
12,2986,-5.8161115646362305,9
12,2836,-5.867999076843262,10
12,2999,-6.12354850769043,11
12,4232,-6.206581115722656,12
12,4799,-6.415863990783691,13
12,4229,-6.442242622375488,14
12,3904,-6.498547554016113,15
12,4365,-6.505348205566406,16
12,3001,-6.540401935577393,17
12,2993,-6.555301666259766,18
12,4362,-6.582106113433838,19
12,4412,-6.688201904296875,20
12,4938,-6.825401306152344,21
12,4951,-7.044111251831055,22
12,4359,-7.093257904052734,23
12,4832,-7.251924514770508,24
12,4368,-7.2869439125061035,25
12,3209,-7.3244218826293945,26
12,3222,-7.375263214111328,27
12,3221,-7.493359565734863,28
12,3214,-7.557608127593994,29
12,5572,-7.7449212074279785,30
12,5471,-7.788089752197266,31
12,4364,-7.832759380340576,32
12,2991,-7.835223197937012,33
12,3747,-7.8454670906066895,34
12,2994,-7.987410545349121,35
12,3219,-8.046953201293945,36
12,4901,-8.100906372070312,37
12,3211,-8.15904712677002,38
12,2990,-8.258761405944824,39
12,5363,-8.29586410522461,40
12,3328,-8.356091499328613,41
12,4081,-8.402585983276367,42
12,3608,-8.445276260375977,43
12,3000,-8.459625244140625,44
12,3707,-8.47978401184082,45
12,2843,-8.626699447631836,46
12,4804,-8.69184684753418,47
12,3146,-8.801876068115234,48
12,3217,-8.805683135986328,49
12,4902,-8.815052032470703,50
13,3264,-1.5584990978240967,1
13,4832,-4.232532501220703,2
13,4975,-6.122052192687988,3
13,3189,-6.2208428382873535,4
13,4323,-6.424712657928467,5
13,3372,-6.55286169052124,6
13,4102,-6.59170389175415,7
13,3063,-6.719222068786621,8
13,5584,-6.760588645935059,9
13,4879,-6.870052337646484,10
13,3550,-6.9306182861328125,11
13,3401,-7.225986480712891,12
13,5605,-7.261786460876465,13
13,4320,-7.3337836265563965,14
13,5251,-7.373749256134033,15
13,4220,-7.407944679260254,16
13,4862,-7.5193891525268555,17
13,4809,-7.5518317222595215,18
13,3615,-7.557612419128418,19
13,3102,-7.6915483474731445,20
13,3625,-7.765793800354004,21
13,3819,-7.786553382873535,22
13,3681,-7.806281566619873,23
13,4792,-7.999951362609863,24
13,4108,-8.182686805725098,25
13,5474,-8.258467674255371,26
13,3328,-8.302947998046875,27
13,5279,-8.323680877685547,28
13,4520,-8.346538543701172,29
13,4271,-8.36146354675293,30
13,3061,-8.491362571716309,31
13,3265,-8.546083450317383,32
13,3096,-8.614032745361328,33
13,3576,-8.673508644104004,34
13,4509,-8.721185684204102,35
13,3829,-8.740826606750488,36
13,3060,-8.767958641052246,37
13,2955,-8.82815933227539,38
13,3722,-8.849637031555176,39
13,5116,-8.926189422607422,40
13,3324,-8.934310913085938,41
13,3539,-8.980786323547363,42
13,3631,-9.098282814025879,43
13,3572,-9.21037769317627,44
13,4321,-9.31737995147705,45
13,5198,-9.359312057495117,46
13,5413,-9.391924858093262,47
13,3585,-9.392019271850586,48
13,5476,-9.43086051940918,49
13,3628,-9.463907241821289,50
14,3836,-6.208176612854004,1
14,3727,-7.614341735839844,2
14,4714,-8.073341369628906,3
14,5455,-8.504105567932129,4
14,2828,-8.703544616699219,5
14,3198,-8.820419311523438,6
14,4930,-9.053937911987305,7
14,3736,-9.133529663085938,8
14,5253,-9.154677391052246,9
14,5383,-9.189689636230469,10
14,5452,-9.235111236572266,11
14,3191,-9.282703399658203,12
14,4717,-9.385220527648926,13
14,4870,-9.386329650878906,14
14,5602,-9.38671875,15
14,3757,-9.56419563293457,16
14,4657,-9.591474533081055,17
14,2840,-9.621175765991211,18
14,3368,-9.65200138092041,19
14,4865,-9.677019119262695,20
14,3026,-9.747415542602539,21
14,3740,-9.757889747619629,22
14,3845,-9.773799896240234,23
14,4862,-9.776115417480469,24
14,3075,-9.900877952575684,25
14,4872,-9.907191276550293,26
14,3563,-9.919028282165527,27
14,5465,-9.930213928222656,28
14,4867,-9.958601951599121,29
14,4880,-9.963689804077148,30
14,3324,-9.96877670288086,31
14,4713,-9.990374565124512,32
14,3298,-10.05461311340332,33
14,3308,-10.07120132446289,34
14,2849,-10.12656021118164,35
14,3724,-10.155714988708496,36
14,5167,-10.175421714782715,37
14,4321,-10.196399688720703,38
14,4661,-10.197389602661133,39
14,3139,-10.214761734008789,40
14,4655,-10.238699913024902,41
14,3085,-10.27283763885498,42
14,5393,-10.288036346435547,43
14,4497,-10.311630249023438,44
14,2980,-10.311662673950195,45
14,2830,-10.352340698242188,46
14,4508,-10.356579780578613,47
14,5555,-10.383504867553711,48
14,3717,-10.393980026245117,49
14,3096,-10.418916702270508,50
