qid,docno,score,rank
7,4813,-0.46923828125,35
7,3929,-0.475830078125,36
7,3989,-0.48681640625,37
7,3504,-0.492431640625,38
7,3935,-0.49853515625,39
7,4972,-0.50732421875,40
7,3524,-0.51220703125,41
7,4582,-0.51513671875,42
7,3640,-0.52783203125,43
7,4308,-0.5966796875,44
7,4812,-0.59765625,45
7,4743,-0.62060546875,46
7,4577,-0.62890625,47
7,2816,-0.68408203125,48
7,5263,-0.6884765625,49
7,4745,-0.69482421875,50
8,4539,3.037109375,1
8,3753,2.244140625,2
8,2841,1.9091796875,3
8,4234,1.0830078125,4
8,5462,0.379638671875,5
8,5452,0.374267578125,6
8,3741,0.2005615234375,7
8,3420,-0.1383056640625,8
8,4537,-0.2352294921875,9
8,5348,-0.2734375,10
8,3740,-0.53662109375,11
8,3364,-0.6806640625,12
8,4242,-0.70263671875,13
8,3362,-0.72998046875,14
8,2840,-0.85400390625,15
8,4502,-1.0126953125,16
8,4243,-1.01953125,17
8,3549,-1.0341796875,18
8,3078,-1.0517578125,19
8,4618,-1.1201171875,20
8,3368,-1.130859375,21
8,4238,-1.216796875,22
8,5503,-1.234375,23
8,5268,-1.373046875,24
8,5350,-1.4443359375,25
8,3357,-1.44921875,26
8,4626,-1.458984375,27
8,3360,-1.4990234375,28
8,4250,-1.501953125,29
8,5354,-1.548828125,30
8,4521,-1.6123046875,31
8,5469,-1.6259765625,32
8,3730,-1.6298828125,33
8,4236,-1.638671875,34
8,5393,-1.65234375,35
8,4241,-1.66015625,36
8,4536,-1.6640625,37
8,4627,-1.703125,38
8,3054,-1.728515625,39
8,3422,-1.7529296875,40
8,3358,-1.7958984375,41
8,4253,-1.8193359375,42
8,3365,-1.8544921875,43
8,3356,-1.8896484375,44
8,3129,-1.8984375,45
8,5352,-1.9453125,46
8,5465,-1.9453125,47
8,5455,-1.984375,48
8,4239,-2.005859375,49
8,3077,-2.033203125,50
9,4339,9.546875,1
9,4774,9.3203125,2
9,5021,6.28125,3
9,5205,5.90625,4
9,4332,5.85546875,5
9,5024,5.57421875,6
9,5206,5.25,7
9,3413,5.13671875,8
9,5207,4.22265625,9
9,5028,3.943359375,10
9,5210,3.4921875,11
9,4769,3.384765625,12
9,4334,3.11328125,13
9,5212,2.849609375,14
9,4782,2.716796875,15
9,4333,2.63671875,16
9,5033,2.505859375,17
9,3419,2.388671875,18
9,3815,2.328125,19
9,3317,2.08203125,20
9,4775,1.935546875,21
9,3414,1.908203125,22
9,4777,1.8115234375,23
9,4771,1.697265625,24
9,4780,1.6962890625,25
9,5211,1.677734375,26
9,3415,1.4990234375,27
9,4770,1.244140625,28
9,4776,0.9638671875,29
9,4772,0.80419921875,30
9,3652,0.77001953125,31
9,5023,0.75830078125,32
9,3319,0.58740234375,33
9,3417,0.533203125,34
9,5029,0.1849365234375,35
9,3376,0.1309814453125,36
9,4778,0.0136871337890625,37
9,5213,-0.0765380859375,38
9,4144,-0.10662841796875,39
9,3787,-0.163330078125,40
9,4338,-0.333740234375,41
9,5214,-0.5048828125,42
9,3348,-0.54833984375,43
9,3418,-0.6142578125,44
9,5558,-0.63330078125,45
9,3649,-0.79296875,46
9,3054,-0.82763671875,47
9,5244,-0.91015625,48
9,4204,-0.9296875,49
9,5006,-0.97607421875,50
10,4904,2.212890625,1
10,4850,1.755859375,2
10,4146,1.46484375,3
10,4907,1.283203125,4
10,2853,1.28125,5
10,3668,1.244140625,6
10,4905,1.18359375,7
10,4145,1.109375,8
10,2892,1.0673828125,9
10,4149,0.947265625,10
10,5321,0.92724609375,11
10,4911,0.9150390625,12
10,3660,0.8974609375,13
10,4854,0.8642578125,14
10,3142,0.83642578125,15
10,5554,0.75244140625,16
10,4855,0.7431640625,17
10,3146,0.60595703125,18
10,3657,0.58251953125,19
10,5560,0.572265625,20
10,3895,0.505859375,21
10,4151,0.46533203125,22
10,3263,0.45361328125,23
10,2852,0.443603515625,24
10,4155,0.428466796875,25
10,4150,0.370361328125,26
10,3654,0.356689453125,27
10,2891,0.352294921875,28
10,4451,0.32666015625,29
10,4443,0.32373046875,30
10,3012,0.294921875,31
10,4154,0.27197265625,32
10,4906,0.2425537109375,33
10,3214,0.2303466796875,34
10,5557,0.19970703125,35
10,5559,0.1795654296875,36
10,4853,0.15966796875,37
10,3759,0.10809326171875,38
10,3373,0.0733642578125,39
10,4446,0.0322265625,40
10,3210,0.01416015625,41
10,5488,-0.00201416015625,42
10,3653,-0.0435791015625,43
10,5320,-0.06201171875,44
10,5563,-0.08966064453125,45
10,4909,-0.1361083984375,46
10,4143,-0.1427001953125,47
10,4912,-0.162109375,48
10,4148,-0.236328125,49
10,3281,-0.25146484375,50
11,3834,3.9296875,1
11,4340,3.740234375,2
11,3814,3.37109375,3
11,3813,3.298828125,4
11,3401,3.28515625,5
11,3806,3.017578125,6
11,3808,2.85546875,7
11,4344,2.54296875,8
11,5089,2.455078125,9
11,4668,2.34765625,10
11,4984,2.1796875,11
11,3819,2.087890625,12
11,4341,1.9189453125,13
11,3802,1.9111328125,14
11,3804,1.8623046875,15
11,3835,1.7958984375,16
11,4378,1.7080078125,17
11,3638,1.693359375,18
11,4796,1.6357421875,19
11,4665,1.556640625,20
11,3614,1.5205078125,21
11,3801,1.4892578125,22
11,3830,1.32421875,23
11,4877,1.2197265625,24
11,3618,1.2138671875,25
11,4794,1.2109375,26
11,5091,1.1865234375,27
11,3827,1.1484375,28
11,3800,1.1474609375,29
11,5319,1.1298828125,30
11,4662,1.1298828125,31
11,5090,1.126953125,32
11,2846,1.0322265625,33
11,4874,1.021484375,34
11,3832,0.95166015625,35
11,3395,0.919921875,36
11,3831,0.7890625,37
11,3818,0.65673828125,38
11,4379,0.6396484375,39
11,4786,0.63427734375,40
11,5092,0.6298828125,41
11,4988,0.5888671875,42
11,3821,0.572265625,43
11,3828,0.52587890625,44
11,4785,0.495361328125,45
11,3809,0.429931640625,46
11,3812,0.412353515625,47
11,5317,0.374755859375,48
11,4346,0.374267578125,49
11,3815,0.3330078125,50
12,3791,1.779296875,1
12,3217,1.025390625,2
12,3205,0.8515625,3
12,4365,0.66162109375,4
12,4362,0.60205078125,5
12,4377,0.50439453125,6
12,4368,0.13525390625,7
12,2993,-0.12548828125,8
12,2947,-0.1314697265625,9
12,3000,-0.2021484375,10
12,3208,-0.2320556640625,11
12,3212,-0.52392578125,12
12,3213,-0.54296875,13
12,2989,-0.6416015625,14
12,3219,-0.953125,15
12,4232,-1.015625,16
12,3220,-1.0673828125,17
12,2986,-1.271484375,18
12,3206,-1.2900390625,19
12,2998,-1.3095703125,20
12,2996,-1.40234375,21
12,2990,-1.5859375,22
12,3221,-1.6005859375,23
12,2994,-1.6826171875,24
12,4951,-1.7314453125,25
12,5346,-1.8125,26
12,4229,-1.849609375,27
12,4832,-1.93359375,28
12,3904,-2.01171875,29
12,2991,-2.021484375,30
12,4842,-2.068359375,31
12,3214,-2.0703125,32
12,3747,-2.078125,33
12,5471,-2.095703125,34
12,3207,-2.115234375,35
12,3211,-2.15625,36
12,3001,-2.185546875,37
12,5569,-2.20703125,38
12,4841,-2.22265625,39
12,2999,-2.24609375,40
12,4893,-2.27734375,41
12,4804,-2.29296875,42
12,2836,-2.337890625,43
12,3281,-2.40234375,44
12,2826,-2.455078125,45
12,4799,-2.673828125,46
12,3223,-2.685546875,47
12,3186,-2.697265625,48
12,4374,-2.78125,49
12,5363,-2.806640625,50
13,5605,2.033203125,1
13,3840,1.904296875,2
13,4320,0.61572265625,3
13,5231,0.5625,4
13,2859,0.486572265625,5
13,3146,0.48486328125,6
13,3585,0.372802734375,7
13,4323,0.276123046875,8
13,3614,0.009857177734375,9
13,5293,0.006938934326171875,10
13,3372,-0.10284423828125,11
13,3104,-0.14111328125,12
13,3829,-0.1639404296875,13
13,4321,-0.1822509765625,14
13,3718,-0.1927490234375,15
13,3819,-0.3369140625,16
13,5335,-0.33837890625,17
13,3576,-0.339111328125,18
13,3108,-0.373046875,19
13,4832,-0.393798828125,20
13,4592,-0.48681640625,21
13,3723,-0.5537109375,22
13,2849,-0.66796875,23
13,5536,-0.669921875,24
13,5363,-0.6806640625,25
13,5298,-0.7265625,26
13,3534,-0.7412109375,27
13,3264,-0.8212890625,28
13,3564,-0.919921875,29
13,2850,-0.994140625,30
13,4879,-1.0654296875,31
13,3632,-1.0849609375,32
13,2851,-1.1689453125,33
13,5299,-1.2802734375,34
13,5217,-1.32421875,35
13,3717,-1.4169921875,36
13,3633,-1.44921875,37
13,5279,-1.4765625,38
13,2912,-1.48046875,39
13,5474,-1.501953125,40
13,3118,-1.517578125,41
13,3203,-1.5361328125,42
13,3638,-1.556640625,43
13,3625,-1.5615234375,44
13,3241,-1.578125,45
13,4420,-1.5791015625,46
13,3063,-1.642578125,47
13,3198,-1.6474609375,48
13,2836,-1.734375,49
13,3615,-1.7587890625,50
14,4714,0.90966796875,1
14,4870,-0.56640625,2
14,4438,-0.61474609375,3
14,2829,-0.83984375,4
14,3836,-1.025390625,5
14,2828,-1.0625,6
14,3104,-1.3779296875,7
14,2850,-1.5595703125,8
14,2980,-1.5927734375,9
14,4057,-1.6376953125,10
14,5146,-1.6396484375,11
14,2849,-1.662109375,12
14,4880,-1.7451171875,13
14,3198,-1.8837890625,14
14,3845,-1.955078125,15
14,4604,-1.95703125,16
14,4708,-2.0234375,17
14,5366,-2.02734375,18
14,2851,-2.095703125,19
14,4713,-2.1796875,20
14,3621,-2.216796875,21
14,3633,-2.412109375,22
14,4868,-2.421875,23
14,4657,-2.447265625,24
14,3757,-2.46875,25
14,4869,-2.509765625,26
14,3740,-2.6015625,27
14,3632,-2.62109375,28
14,4867,-2.68359375,29
14,4717,-2.7109375,30
14,5602,-2.748046875,31
14,3026,-2.765625,32
14,3222,-2.771484375,33
14,3736,-2.79296875,34
14,2831,-2.798828125,35
14,4655,-2.830078125,36
14,3324,-2.892578125,37
14,4661,-2.9140625,38
14,3298,-2.9453125,39
14,3596,-2.962890625,40
14,3563,-2.98828125,41
14,3311,-3.0078125,42
14,4707,-3.095703125,43
14,3308,-3.12109375,44
14,3727,-3.193359375,45
14,3534,-3.201171875,46
14,3302,-3.21875,47
14,3337,-3.248046875,48
14,5465,-3.255859375,49
14,5452,-3.318359375,50
