qid,skill_uri,w
3,http://data.europa.eu/esco/skill/d2f95b34-44ca-4902-8252-09c202f46a3d,0.6664523482322693
3,http://data.europa.eu/esco/skill/81db5616-3c98-4317-a728-5dae08d44bd4,0.6596310138702393
3,http://data.europa.eu/esco/skill/22c45bf7-e52b-475f-847b-c32a87f65a5d,0.6580711603164673
3,http://data.europa.eu/esco/skill/f2a34d6b-131a-4b8f-a110-898b9c91d18f,0.6535200476646423
3,http://data.europa.eu/esco/skill/811bdb9d-5bf7-4b5a-a3f5-4fc2002f6d57,0.6534326672554016
3,http://data.europa.eu/esco/skill/e95058a6-e139-42e7-a470-72038a606649,0.6488521099090576
3,http://data.europa.eu/esco/skill/ead58f22-0af5-467c-ac1e-b750e4e1ac6a,0.6485757231712341
4,http://data.europa.eu/esco/skill/518dc04d-092d-4fa1-bd82-88b7a9278ef7,0.7983659505844116
4,http://data.europa.eu/esco/skill/2ad081e6-0a3f-4612-ac15-7ace75d39e26,0.736518383026123
4,http://data.europa.eu/esco/skill/dc665f4d-0c87-4f73-8fa9-b51df1bf4980,0.7330181002616882
4,http://data.europa.eu/esco/skill/ffbeb8b6-b320-46f6-a2fe-b19743b5e696,0.7316862344741821
4,http://data.europa.eu/esco/skill/f2c63b7a-ed6c-4890-9f8c-7685d172624c,0.6973894238471985
4,http://data.europa.eu/esco/skill/38de2e21-e312-4c73-a2cf-7f8842f2ba62,0.6911884546279907
4,http://data.europa.eu/esco/skill/d163cdab-6b68-4bbd-84cd-aeb75b4a65e2,0.6723045110702515
4,http://data.europa.eu/esco/skill/7eb4c570-9dc7-4f4d-83d2-f4c4c87b6e49,0.6716590523719788
4,http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95,0.6709495782852173
4,http://data.europa.eu/esco/skill/0a43729f-2a79-4dae-9faa-95520daae79f,0.6661497950553894
4,http://data.europa.eu/esco/skill/6766e2e3-425b-4c6b-963d-82f9b2846e21,0.6657683849334717
4,http://data.europa.eu/esco/skill/a91732ce-988e-4105-9570-f425c6ffdc82,0.6635419130325317
4,http://data.europa.eu/esco/skill/f34dddee-e64b-45de-b1f8-9bef375689dc,0.6612698435783386
4,http://data.europa.eu/esco/skill/7a1dcd86-8c78-40a8-b446-269438f24d72,0.6612221598625183
4,http://data.europa.eu/esco/skill/2910e2f0-115f-4868-9282-604067153c4f,0.6573961973190308
4,http://data.europa.eu/esco/skill/cae4146d-71d8-46a8-9a90-748a63c22f25,0.6513517498970032
4,http://data.europa.eu/esco/skill/d63c2bad-817d-4116-b4d8-b927cb01212d,0.6512476801872253
4,http://data.europa.eu/esco/skill/ba2c6181-b036-40b4-8f6d-51499463ccbb,0.6501874327659607
4,http://data.europa.eu/esco/skill/39531b63-5c06-432f-81e3-15b551ae1310,0.6456160545349121
4,http://data.europa.eu/esco/skill/4934c105-5e90-4874-9957-78eceef1a13c,0.6421571969985962
5,http://data.europa.eu/esco/skill/d38871eb-b988-495e-8fca-345677b597a8,0.7784297466278076
5,http://data.europa.eu/esco/skill/409a0245-0e6c-4aac-ba16-0920ecb76a8d,0.7399797439575195
5,http://data.europa.eu/esco/skill/3727f0d3-da1b-4ce3-a9cb-efe6130fe41f,0.6875066161155701
5,http://data.europa.eu/esco/skill/5915e97d-ecca-4713-941e-ad7c8c00720b,0.6814925074577332
5,http://data.europa.eu/esco/skill/c368f4eb-d6b2-4b8f-8f21-14926ab7fb07,0.6797153949737549
5,http://data.europa.eu/esco/skill/a006ac4c-3585-43e9-ac1d-a89b80d28e1d,0.674698531627655
5,http://data.europa.eu/esco/skill/786a74d6-7ecd-44d5-ae4f-87ff02fe3dbf,0.6745695471763611
5,http://data.europa.eu/esco/skill/b6777cc8-7bc6-459d-9e3b-add034303f3a,0.6735808849334717
5,http://data.europa.eu/esco/skill/aa2a10db-ba2d-4e2c-a6e0-14848c64c10b,0.6587510108947754
5,http://data.europa.eu/esco/skill/6eaeea3a-f100-43e4-b694-16a4dc5a79e1,0.6547150611877441
5,http://data.europa.eu/esco/skill/1f403e44-7a79-4b91-b86a-e406208be161,0.6520276665687561
5,http://data.europa.eu/esco/skill/a0e23745-6ba4-45e2-9510-df6e71ed1230,0.6510183215141296
5,http://data.europa.eu/esco/skill/66f8d657-ce46-4a8c-a3f5-60ff7fb6ba35,0.6492776274681091
5,http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137,0.6472147703170776
5,http://data.europa.eu/esco/skill/1ff7863f-6242-4635-ac1a-9cfabc5099ec,0.6466536521911621
5,http://data.europa.eu/esco/skill/d56e2c2f-3e01-4b76-a7bb-ecb6d430172f,0.6423500180244446
5,http://data.europa.eu/esco/skill/b01444aa-6f62-4b7d-ab30-4385a9148580,0.6413096785545349
5,http://data.europa.eu/esco/skill/dff7260b-0879-4d4a-98db-0866c64e08ec,0.6387214660644531
5,http://data.europa.eu/esco/skill/dbfda24e-0fce-4e5d-832c-f025c4235b26,0.6338037252426147
5,http://data.europa.eu/esco/skill/fabc4abb-d255-403e-bfbb-6557afb4db58,0.6318106651306152
6,http://data.europa.eu/esco/skill/bf05da8d-772a-4423-adb2-df79672f46f7,0.8996549844741821
6,http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,0.8879401683807373
6,http://data.europa.eu/esco/skill/f24d196c-fda3-412b-aa8d-c9d36db80cd8,0.8656511306762695
6,http://data.europa.eu/esco/skill/cc9b4fbb-65f1-4c92-9229-1392d03b6e20,0.859284520149231
6,http://data.europa.eu/esco/skill/a47d194d-0ffd-4aaa-b695-fbbe0255000e,0.8378129601478577
6,http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,0.8367404341697693
6,http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849,0.8270962834358215
6,http://data.europa.eu/esco/skill/696e3b5b-8b61-45af-ae4c-3ab700f197ec,0.8201465010643005
6,http://data.europa.eu/esco/skill/fa46a48d-9cb9-422d-afab-1047654dbcdd,0.8164235949516296
6,http://data.europa.eu/esco/skill/0b8da079-f587-403f-a6ad-cd18b8150044,0.8134760856628418
6,http://data.europa.eu/esco/skill/3181325d-0590-4c6e-8db1-8278427c18ff,0.8106192946434021
6,http://data.europa.eu/esco/skill/faf208ae-d4a4-43b4-bb82-846b7348b740,0.8040585517883301
6,http://data.europa.eu/esco/skill/1e26cb93-6fec-473e-8153-ca06ad05ec57,0.8037558197975159
6,http://data.europa.eu/esco/skill/1b3fc0e0-c6f9-45fc-9c6e-14bbba662979,0.790446400642395
6,http://data.europa.eu/esco/skill/4bf37ee3-2c8b-44cc-9f91-3eeda46e8c5b,0.7900038957595825
6,http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500,0.7866196632385254
6,http://data.europa.eu/esco/skill/d1e954cd-d290-4d80-97c0-7969960d2928,0.7735726833343506
6,http://data.europa.eu/esco/skill/ed5bbc64-7017-4e2e-b44e-65df88013a84,0.7717792987823486
6,http://data.europa.eu/esco/skill/93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,0.7697656154632568
6,http://data.europa.eu/esco/skill/1bba98a7-92b9-450b-9235-e0c905f8f3c4,0.7660009860992432
7,http://data.europa.eu/esco/skill/0ca36eb4-ead9-4a60-863c-713841d69048,0.850354790687561
7,http://data.europa.eu/esco/skill/3362724b-fe06-4c5d-89a4-76fe62b9268e,0.8257381916046143
7,http://data.europa.eu/esco/skill/46fd4c46-6802-4cce-95df-cdc25a3ae59d,0.8216646313667297
7,http://data.europa.eu/esco/skill/6eaeea3a-f100-43e4-b694-16a4dc5a79e1,0.8162859678268433
7,http://data.europa.eu/esco/skill/ca0c9312-5ff2-4311-97c8-2fa614616acd,0.8146331310272217
7,http://data.europa.eu/esco/skill/c6f412b4-8dcf-4298-8792-88f3be109c85,0.8047815561294556
7,http://data.europa.eu/esco/skill/d5b63d02-08a1-4d56-8204-7c7ab66d9311,0.7960608005523682
7,http://data.europa.eu/esco/skill/8e16511d-3540-47e1-8620-8f111b7ae280,0.788493275642395
7,http://data.europa.eu/esco/skill/3c333552-8d89-43f5-90bd-856e15bec433,0.7871106863021851
7,http://data.europa.eu/esco/skill/23b45aa6-a479-486d-9e6f-062cbab7c68a,0.7806954383850098
7,http://data.europa.eu/esco/skill/5d8b0aff-0599-470a-8eef-9e8cb3ad1626,0.7804580926895142
7,http://data.europa.eu/esco/skill/b8e703c0-6953-4f07-879a-5bea28c006c6,0.7801775336265564
7,http://data.europa.eu/esco/skill/d8567009-7c6f-43fb-82fb-7154ed8ebca9,0.7746626734733582
7,http://data.europa.eu/esco/skill/64be6a06-52e8-4f5c-b64d-caa516cfa291,0.7739204168319702
7,http://data.europa.eu/esco/skill/dae01690-1dea-43fc-91dd-a1be03cbb1da,0.7729945778846741
7,http://data.europa.eu/esco/skill/26068834-fa73-47b3-9f46-a8b551447854,0.7721949815750122
7,http://data.europa.eu/esco/skill/e19b64a9-9816-4561-9b93-6222fc925c10,0.7714290618896484
7,http://data.europa.eu/esco/skill/bf425f64-93d1-41c0-ab2d-1d02d026204d,0.7701970338821411
7,http://data.europa.eu/esco/skill/4c58528e-bdaa-43ad-8f5a-8ad0b8cd4bbb,0.7686605453491211
7,http://data.europa.eu/esco/skill/3027f780-8456-4745-94a1-aedf2c3418e6,0.7679906487464905
8,http://data.europa.eu/esco/skill/266ea734-31b2-4e44-9d00-0a3fd03fa454,0.7417119145393372
8,http://data.europa.eu/esco/skill/a3aa300b-6636-40fc-abe7-4ab3808dd742,0.7122589349746704
8,http://data.europa.eu/esco/skill/b6e05c04-46cb-48f9-8255-5b1145299a10,0.7066569924354553
8,http://data.europa.eu/esco/skill/d0c425c6-e3de-465e-923d-d4d30ec4be9b,0.6963660717010498
8,http://data.europa.eu/esco/skill/5753e2ca-8934-45d3-8e52-3877d373239d,0.6930012702941895
8,http://data.europa.eu/esco/skill/69a13bed-1b33-455d-bf82-13e603f6c859,0.6927489638328552
8,http://data.europa.eu/esco/skill/5c003e77-867f-4213-b7e9-0a4671362646,0.6916390657424927
8,http://data.europa.eu/esco/skill/88c7c736-8f5f-4f39-a0ad-83e0b91cebe1,0.6900920271873474
8,http://data.europa.eu/esco/skill/0a917ad8-5cbd-442b-9b84-e9f6e4c13f17,0.6893572807312012
8,http://data.europa.eu/esco/skill/309bc48b-2899-4396-9242-efc26c0e1aee,0.6889647245407104
8,http://data.europa.eu/esco/skill/626326d5-1cee-4729-9381-3debc87ddac4,0.6848714351654053
8,http://data.europa.eu/esco/skill/2f4d68be-6e9f-46fa-9398-0573e900b5e3,0.6843209862709045
8,http://data.europa.eu/esco/skill/c5449667-9b40-4114-8d74-f51177669984,0.68281489610672
8,http://data.europa.eu/esco/skill/0023e7a5-43da-4b68-bee3-726ef21f986d,0.6813212037086487
8,http://data.europa.eu/esco/skill/5aa90e70-f661-4c2d-aaa2-70ac38c1ace9,0.6770915389060974
8,http://data.europa.eu/esco/skill/66f83eaa-b9ae-471c-ad86-6b9229719e4a,0.6715205311775208
8,http://data.europa.eu/esco/skill/5aaf2780-04d7-4bbf-8b06-af36eafe8eba,0.669937014579773
8,http://data.europa.eu/esco/skill/0cf27a00-947f-473d-af1a-24028c17ba27,0.6687334775924683
8,http://data.europa.eu/esco/skill/90ab937a-9421-4a4c-a5fa-5c5a349aa818,0.6683515906333923
8,http://data.europa.eu/esco/skill/ec8a9c7f-1d84-4c8a-82c4-d4afe2874483,0.6638705134391785
9,http://data.europa.eu/esco/skill/c10d5d87-36cf-42f5-8a12-e560fb5f4af8,0.9109034538269043
9,http://data.europa.eu/esco/skill/7d23c508-c007-4221-bb84-0c9a479b8ea6,0.7952095866203308
9,http://data.europa.eu/esco/skill/e3ef4981-2cba-4b34-b273-728c3a33d04f,0.773147702217102
9,http://data.europa.eu/esco/skill/5609c548-8581-4a28-8afc-5f744868e9c7,0.7412068843841553
9,http://data.europa.eu/esco/skill/c683335e-b862-44a5-9d37-fc85b39cf022,0.719734787940979
9,http://data.europa.eu/esco/skill/5ca953f7-541d-4f67-bc55-7721348366cf,0.7060787677764893
9,http://data.europa.eu/esco/skill/77786157-8482-4c8c-82c6-999b85073c4d,0.7048460841178894
9,http://data.europa.eu/esco/skill/83723a7f-e905-4d6c-82ba-f40ab873883d,0.6934024691581726
9,http://data.europa.eu/esco/skill/b55f61a4-5f9e-4741-ba95-9ac04b64119b,0.6903702020645142
9,http://data.europa.eu/esco/skill/20e7c937-a5e5-4a27-bb87-ddda5826f777,0.6868773698806763
9,http://data.europa.eu/esco/skill/42f8adc8-e4ff-4263-be44-fe9a83ef286e,0.668632447719574
9,http://data.europa.eu/esco/skill/7af90d6c-6f13-41f3-aca2-ef7d3e137f7c,0.6619675159454346
9,http://data.europa.eu/esco/skill/a1a8e4ae-f1e3-44aa-9067-e587e69634cd,0.6539715528488159
9,http://data.europa.eu/esco/skill/925ac396-118c-4a07-b4c2-31eb519e2268,0.6256104111671448
9,http://data.europa.eu/esco/skill/4b5d4fe3-4280-47c0-b1d2-ab08ace85557,0.624110996723175
9,http://data.europa.eu/esco/skill/f524f72e-d3d0-4691-9c57-d19756d8b847,0.6211534738540649
9,http://data.europa.eu/esco/skill/9bfa8293-1f98-4b83-b3e0-a3e53b5766e3,0.6181084513664246
9,http://data.europa.eu/esco/skill/56e30a60-0a87-4631-85ea-c69bc8bd0519,0.6151926517486572
9,http://data.europa.eu/esco/skill/960c4aae-82d5-4820-a583-c3bf2908a357,0.6143972873687744
9,http://data.europa.eu/esco/skill/5b84fed1-cd6c-47e1-b017-428db0e5cfb3,0.6140767335891724
10,http://data.europa.eu/esco/skill/f0b45409-42ca-42bc-a701-041e594d0657,0.6760479807853699
10,http://data.europa.eu/esco/skill/19bf58ed-23b8-4763-b231-d4a1e98a225d,0.6540299654006958
10,http://data.europa.eu/esco/skill/bf9879fa-f1fc-4f17-8dcb-ece29ea61682,0.653679609298706
10,http://data.europa.eu/esco/skill/ec74893f-e11b-471f-85e0-f7339da98d53,0.613111674785614
10,http://data.europa.eu/esco/skill/6d51cc74-8def-4653-8a62-03db98462cb0,0.601948618888855
10,http://data.europa.eu/esco/skill/8123b24e-3cbb-4853-914a-5cff9c1237f0,0.6018276214599609
10,http://data.europa.eu/esco/skill/0ff9d03c-0430-4423-91d5-c2d3e12c3a22,0.5927944183349609
10,http://data.europa.eu/esco/skill/88ad1562-029f-46eb-add4-d24ded1af1ca,0.590671718120575
10,http://data.europa.eu/esco/skill/e24377fb-020b-4430-8bed-86dd539bbf3a,0.5863727331161499
10,http://data.europa.eu/esco/skill/cd50d616-1f8b-481e-983f-68d2674ff82d,0.5836544632911682
10,http://data.europa.eu/esco/skill/ba744649-8500-413b-914e-123b5ebd1d59,0.5819165110588074
10,http://data.europa.eu/esco/skill/556be6f4-225f-46a2-a795-d3d54d98c3f7,0.5782705545425415
10,http://data.europa.eu/esco/skill/fb9c12af-ec45-498a-8e52-891371191557,0.5782089233398438
10,http://data.europa.eu/esco/skill/056f3e1e-ba27-4498-9fd1-c22ae04dbf3a,0.5714907646179199
10,http://data.europa.eu/esco/skill/58287dcf-66a1-4023-b35b-b859242162aa,0.5615108013153076
10,http://data.europa.eu/esco/skill/e6ec4da7-8c85-4e80-8660-075f36196a45,0.559348464012146
10,http://data.europa.eu/esco/skill/d8a03465-8cc2-43d0-9658-07be1c094055,0.5530946254730225
10,http://data.europa.eu/esco/skill/3e4776e7-dd79-4a18-b334-6e8f9e989a49,0.5520704984664917
10,http://data.europa.eu/esco/skill/1336899e-859e-4cd2-8aaf-21d2c4e6989e,0.5501311421394348
10,http://data.europa.eu/esco/skill/004017c9-0337-4f5a-8077-798de9ef12e3,0.5494922995567322
11,http://data.europa.eu/esco/skill/0d7f2cce-245a-4d02-9b8d-2e9946cc4c5d,0.8427861928939819
11,http://data.europa.eu/esco/skill/c9b6aa32-6c42-4903-8e5a-23e43edf03fc,0.7671236395835876
11,http://data.europa.eu/esco/skill/3d957fb2-b8f4-4b4c-b955-23299c761ad5,0.7396643161773682
11,http://data.europa.eu/esco/skill/b820c9de-4d00-4e79-9af9-33f26044ff42,0.7268606424331665
11,http://data.europa.eu/esco/skill/b6d14ab8-3441-4cbe-8a0e-5b4f7f994730,0.7233355045318604
11,http://data.europa.eu/esco/skill/dc298fac-7ab4-4feb-9b43-33d947d7703e,0.71207594871521
11,http://data.europa.eu/esco/skill/93a2f730-d5f6-4604-a25e-a2ee206ea468,0.7076934576034546
11,http://data.europa.eu/esco/skill/90267570-aad1-4c54-9c9c-5a1a5847a819,0.693474292755127
11,http://data.europa.eu/esco/skill/5f5e9350-1d13-4391-b9e1-07f6b2047fc5,0.6863711476325989
11,http://data.europa.eu/esco/skill/406117ad-e035-483f-bbd3-9f6c2d95e535,0.6683743596076965
11,http://data.europa.eu/esco/skill/5a676421-d33a-490f-8043-4f81224d3f47,0.661039412021637
11,http://data.europa.eu/esco/skill/83cc70a1-c080-4a92-85e8-efba52a6fce9,0.6599485874176025
11,http://data.europa.eu/esco/skill/7fc4c18a-68f3-425a-aadf-f83633be47a1,0.6589419841766357
11,http://data.europa.eu/esco/skill/d4571b99-fac8-4cf7-8944-fdae399f4413,0.6557098031044006
11,http://data.europa.eu/esco/skill/478e5c9d-c6c2-45a7-90b4-97ec2c736ac0,0.6543678641319275
11,http://data.europa.eu/esco/skill/0e62eba3-d076-47e5-b22d-340a8faccb3b,0.6530420780181885
11,http://data.europa.eu/esco/skill/8a6394d1-f44f-4b0d-81d5-7201fc025ba8,0.6509811282157898
11,http://data.europa.eu/esco/skill/c0502e2a-1e12-422e-994e-cf9bf814e3b2,0.649533212184906
11,http://data.europa.eu/esco/skill/3703eac1-8941-4d14-b305-b03f653b08c8,0.6448473334312439
11,http://data.europa.eu/esco/skill/c8fa4313-80b0-4f37-8b1b-1739707bc362,0.6423060894012451
12,http://data.europa.eu/esco/skill/d7809fa0-8818-492f-95aa-ac8993e22aa8,0.8141616582870483
12,http://data.europa.eu/esco/skill/ec410a76-f890-4012-8863-b82f2c75527c,0.8001400828361511
12,http://data.europa.eu/esco/skill/a16e3fc6-c77d-46e3-aa18-c691fed47fd1,0.7959316372871399
12,http://data.europa.eu/esco/skill/12d7ea6f-ec1f-4f9a-a50b-8e2e9693f068,0.7774394750595093
12,http://data.europa.eu/esco/skill/50877777-d3c3-41ac-9556-4b27e642d588,0.7721509337425232
12,http://data.europa.eu/esco/skill/60493b7f-8613-431e-91ea-6a2c0410c6d4,0.7665521502494812
12,http://data.europa.eu/esco/skill/7838de1e-d65e-4a3f-b60b-e2213026116f,0.7661476135253906
12,http://data.europa.eu/esco/skill/650899a1-87c4-45f6-8042-e909ce17ec40,0.765703558921814
12,http://data.europa.eu/esco/skill/fb39389b-07d5-439f-948b-6c6e58c0384f,0.7599049806594849
12,http://data.europa.eu/esco/skill/2baaa289-8a5c-456e-88f1-eff4d54b010d,0.7537034749984741
12,http://data.europa.eu/esco/skill/de857fbb-91a6-4a3f-8a47-93a9c1a616c8,0.7437751293182373
12,http://data.europa.eu/esco/skill/dda26251-7331-41fd-871f-1106ca468189,0.7430070638656616
12,http://data.europa.eu/esco/skill/05fe02a3-5d4c-4bf0-97ed-f57ae00e8aa7,0.7407324910163879
12,http://data.europa.eu/esco/skill/11f364dd-0814-4398-b00e-10d1be8b27af,0.7385536432266235
12,http://data.europa.eu/esco/skill/99095ca0-1218-462d-9e95-79e334ba8b63,0.7376325130462646
12,http://data.europa.eu/esco/skill/ffc836d3-1897-4ec1-877e-a4f08f1e05c6,0.7368874549865723
12,http://data.europa.eu/esco/skill/5b0d14b1-0bf6-4f6b-b922-4becc213f0aa,0.7363587021827698
12,http://data.europa.eu/esco/skill/5f8a6414-7095-410f-aee6-774cec68077e,0.7319595217704773
12,http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb,0.724524736404419
